2015-12-18 00:00:00	11738	12.89	4.279	0.568	1	0.213	0.248	0.225	0.258	0.262	977	1014	1006	775.5	776	776	2923	5781	2835	5694
2015-12-18 00:15:00	11739	12.82	4.322	0.568	0	0.214	0.248	0.225	0.259	0.262	977	1015	1007	775.4	776.8	776.2	2923	5781	2835	5694
2015-12-18 00:30:00	11740	12.81	4.365	0.568	4	0.214	0.248	0.225	0.259	0.262	977	1012	1005	775.4	775.9	774.9	2923	5781	2835	5694
2015-12-18 00:45:00	11741	12.88	4.408	0.568	2	0.214	0.248	0.225	0.259	0.262	977	1011	1001	775.4	776	774.4	2923	5781	2835	5694
2015-12-18 01:00:00	11742	12.89	4.408	0.568	0	0.214	0.248	0.225	0.259	0.262	977	1011	997	775.4	776	774.3	2923	5781	2835	5694
2015-12-18 01:15:00	11743	12.81	4.451	0.568	1	0.214	0.248	0.225	0.259	0.262	977	1011	994	775.4	776	774.6	2923	5781	2835	5694
2015-12-18 01:30:00	11744	12.81	4.451	0.568	3	0.214	0.248	0.225	0.259	0.262	977	1011	995	775.4	776	775.6	2923	5781	2835	5694
2015-12-18 01:45:00	11745	12.87	4.451	0.568	4	0.214	0.248	0.225	0.259	0.262	977	1012	993	775.4	776.9	774.7	2923	5781	2835	5694
2015-12-18 02:00:00	11746	12.88	4.451	0.567	4	0.214	0.249	0.225	0.26	0.262	976	1012	991	775.4	776.6	774.3	2923	5781	2835	5694
2015-12-18 02:15:00	11747	12.81	4.493	0.566	2	0.214	0.25	0.225	0.26	0.262	976	1009	992	775.4	776	775.9	2923	5781	2835	5695
2015-12-18 02:30:00	11748	12.8	4.708	0.561	2	0.214	0.25	0.226	0.261	0.262	975	1010	992	775.4	775.9	776.2	2923	5781	2835	5695
2015-12-18 02:45:00	11749	12.87	4.988	0.561	0	0.215	0.251	0.226	0.261	0.262	973	1009	988	775.4	776	774.5	2923	5781	2835	5695
2015-12-18 03:00:00	11750	12.88	5.14	0.562	0	0.215	0.251	0.226	0.262	0.262	972	1009	989	775.4	775.9	775	2923	5781	2835	5695
2015-12-18 03:15:00	11751	12.81	5.182	0.562	0	0.215	0.251	0.226	0.263	0.262	972	1009	989	775.4	775.9	774.3	2923	5781	2835	5695
2015-12-18 03:30:00	11752	12.8	5.225	0.559	0	0.215	0.251	0.227	0.263	0.262	972	1009	992	775	775.9	775.1	2922	5781	2835	5695
2015-12-18 03:45:00	11753	12.87	5.397	0.558	0	0.216	0.251	0.227	0.263	0.262	973	1008	990	775	775.9	774.2	2922	5782	2835	5695
2015-12-18 04:00:00	11754	12.88	5.571	0.557	0	0.216	0.251	0.227	0.263	0.262	973	1008	992	774.6	775.9	774.2	2922	5782	2835	5695
2015-12-18 04:15:00	11755	12.8	5.743	0.557	0	0.217	0.251	0.227	0.263	0.262	974	1008	993	774.6	775.8	774	2922	5782	2835	5695
2015-12-18 04:30:00	11756	12.8	5.917	0.555	0	0.217	0.25	0.227	0.263	0.262	974	1007	997	775.2	775.7	774.9	2922	5782	2835	5695
2015-12-18 04:45:00	11757	12.86	6.156	0.554	0	0.217	0.249	0.227	0.263	0.262	975	1007	999	774.5	775.7	775.3	2922	5782	2835	5695
2015-12-18 05:00:00	11758	12.88	6.396	0.551	1	0.218	0.249	0.227	0.262	0.262	975	1009	998	775.2	776.5	773.9	2922	5782	2835	5696
2015-12-18 05:15:00	11759	12.81	6.701	0.55	0	0.218	0.249	0.227	0.262	0.262	975	1007	1002	775.1	775.6	775.2	2922	5782	2835	5696
2015-12-18 05:30:00	11760	12.77	6.983	0.548	0	0.218	0.249	0.227	0.262	0.262	976	1007	1001	774.8	775.6	774.2	2922	5782	2835	5696
2015-12-18 05:45:00	11761	12.86	7.268	0.547	0	0.218	0.249	0.227	0.262	0.262	975	1006	1004	774.5	775.6	776.2	2922	5782	2835	5696
2015-12-18 06:00:00	11762	12.88	7.399	0.547	0	0.218	0.249	0.227	0.262	0.262	977	1006	1005	774.8	775.6	774.8	2922	5782	2834	5696
2015-12-18 06:15:00	11763	12.81	7.532	0.545	0	0.218	0.249	0.227	0.262	0.262	977	1006	1007	774.8	775.6	775.2	2921	5782	2834	5696
2015-12-18 06:30:00	11764	12.8	7.686	0.546	0	0.218	0.249	0.227	0.262	0.262	977	1006	1007	774.8	775.6	776	2921	5782	2834	5696
2015-12-18 06:45:00	11765	12.87	7.774	0.547	0	0.218	0.249	0.227	0.262	0.262	977	1006	1006	774.5	775.6	773.8	2921	5782	2834	5696
2015-12-18 07:00:00	11766	12.88	7.794	0.548	0	0.218	0.249	0.227	0.262	0.262	977	1008	1006	774.4	776.2	773.9	2921	5782	2834	5696
2015-12-18 07:15:00	11767	12.81	7.774	0.55	0	0.218	0.249	0.227	0.262	0.262	977	1006	1008	774.8	775.6	774.2	2921	5782	2834	5696
2015-12-18 07:30:00	11768	12.8	7.686	0.551	4	0.218	0.249	0.227	0.262	0.262	977	1006	1004	774.4	775.6	771.4	2921	5782	2834	5696
2015-12-18 07:45:00	11769	12.87	7.552	0.551	0	0.218	0.249	0.227	0.261	0.262	977	1006	1007	774.5	775.3	773.8	2921	5782	2834	5696
2015-12-18 08:00:00	11770	12.88	7.421	0.551	0	0.218	0.249	0.227	0.261	0.262	978	1006	1005	774.4	775.3	771.5	2921	5782	2834	5697
